index,model_key,mileage,engine_power,fuel,paint_color,car_type,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,price,age
998,518,194062.0,100.0,diesel,grey,estate,False,True,False,False,True,False,True,False,12100.0,4.0
1000,518,132979.0,110.0,diesel,brown,estate,True,True,False,False,True,True,True,True,13600.0,3.4
1022,518,148943.0,100.0,diesel,brown,estate,True,True,True,False,True,False,True,True,17300.0,4.5
1025,518,191742.0,105.0,diesel,brown,estate,True,True,False,False,True,False,True,True,16700.0,4.0
1121,518,190015.0,105.0,diesel,grey,estate,True,True,False,False,True,False,True,True,16500.0,4.2
1151,518,99296.0,100.0,diesel,black,estate,False,True,False,False,True,False,True,True,18200.0,3.2
1213,518,122370.0,100.0,diesel,grey,estate,True,True,False,False,True,False,True,True,17500.0,4.3
1290,518,181186.0,105.0,diesel,grey,estate,False,True,False,False,True,False,True,True,16200.0,4.0
1351,518,162672.0,100.0,diesel,blue,estate,True,True,False,False,True,False,True,False,15100.0,4.3
1377,518,171609.0,100.0,diesel,black,estate,True,True,False,False,True,False,True,False,13100.0,4.1
1422,518,147903.0,105.0,diesel,brown,estate,True,True,False,False,False,False,True,True,15400.0,4.6
1423,518,163267.0,100.0,diesel,black,estate,True,True,True,False,False,False,True,False,15000.0,4.6
1428,518,178224.0,110.0,diesel,blue,estate,True,True,False,False,True,False,True,True,13700.0,3.6
1445,518,118244.0,100.0,diesel,brown,estate,True,True,True,False,True,False,True,False,13100.0,4.7
1468,518,69618.0,110.0,diesel,black,estate,True,True,False,False,True,True,True,True,20300.0,2.8499999999999996
1542,518,69618.0,110.0,diesel,black,estate,True,True,False,False,True,False,False,False,19600.0,3.2
1631,518,190520.0,107.0,diesel,grey,estate,True,True,False,False,True,False,True,True,8800.0,4.3
1691,518,186440.0,100.0,diesel,black,estate,True,True,False,False,True,False,True,True,12100.0,4.0
1726,518,171496.0,100.0,diesel,brown,estate,True,True,False,False,True,False,True,False,13800.0,4.7
1735,518,198337.0,110.0,diesel,grey,estate,True,True,False,False,True,False,True,True,14900.0,3.8
2013,518,69618.0,110.0,diesel,black,hatchback,True,True,False,False,True,False,True,True,20475.0,3.2
2511,518,159942.0,100.0,diesel,black,sedan,False,False,False,False,True,False,True,False,14000.0,4.1
2519,518,78311.0,100.0,diesel,silver,sedan,True,True,False,False,False,False,True,False,19400.0,3.4
2521,518,211573.0,105.0,diesel,black,sedan,True,True,False,False,True,False,True,True,18000.0,4.0
2536,518,159333.0,100.0,diesel,brown,sedan,True,True,False,False,True,False,True,False,15500.0,4.3
2543,518,185078.0,100.0,diesel,black,sedan,False,True,False,False,True,False,True,False,15100.0,4.2
2587,518,77628.0,105.0,diesel,black,sedan,True,True,True,False,True,False,True,True,20475.0,4.3
2619,518,181271.0,110.0,diesel,white,sedan,True,True,True,False,True,False,True,True,19600.0,3.4
2687,518,167128.0,110.0,diesel,blue,sedan,False,True,True,False,True,False,True,True,15900.0,3.5
2695,518,192035.0,100.0,diesel,silver,sedan,True,True,True,False,True,False,True,True,17400.0,4.0
2722,518,183177.0,100.0,diesel,black,sedan,True,True,False,False,False,False,True,False,14300.0,4.3
2747,518,198146.0,100.0,diesel,black,sedan,True,True,False,False,True,False,True,False,14900.0,4.0
2941,518,142525.0,105.0,diesel,blue,sedan,False,True,False,False,True,False,True,True,18400.0,4.2
2985,518,82233.0,100.0,diesel,black,sedan,True,True,False,False,True,False,True,True,20400.0,2.8499999999999996
2997,518,198559.0,100.0,diesel,black,sedan,True,True,False,False,True,False,True,False,15600.0,4.1
3010,518,157922.0,100.0,diesel,black,sedan,True,True,True,False,True,False,True,True,19400.0,4.3
3015,518,112576.0,110.0,diesel,grey,sedan,True,True,True,False,True,False,True,True,20300.0,3.1
3112,518,69618.0,100.0,diesel,black,sedan,True,True,False,False,True,True,True,False,20475.0,2.8499999999999996
3117,518,180883.0,100.0,diesel,silver,sedan,True,True,False,False,True,False,True,True,16400.0,4.6
3136,518,118376.0,100.0,diesel,grey,sedan,True,False,False,False,True,False,True,False,14400.0,4.7
3161,518,176606.0,110.0,diesel,blue,sedan,False,False,False,False,False,False,False,True,18400.0,3.0
3190,518,184514.0,100.0,diesel,black,sedan,False,True,False,False,True,False,True,False,15000.0,4.5
3200,518,162709.0,100.0,diesel,brown,sedan,True,True,False,False,True,False,True,True,15500.0,4.7
3209,518,165549.0,107.0,diesel,black,sedan,True,True,False,False,True,False,True,True,18100.0,4.3
3247,518,125566.0,100.0,diesel,grey,sedan,True,False,True,False,True,False,True,True,19100.0,3.8
3268,518,93858.0,110.0,diesel,black,sedan,True,True,False,False,True,False,True,True,20475.0,2.8499999999999996
3298,518,178291.0,100.0,diesel,brown,sedan,True,True,False,False,True,False,True,True,17700.0,4.4
3341,518,213253.75,100.0,diesel,grey,sedan,True,True,False,False,True,True,True,True,16700.0,4.0
3364,518,103395.0,100.0,diesel,grey,sedan,True,True,False,False,True,False,True,False,15200.0,4.1
3381,518,213253.75,100.0,diesel,grey,sedan,True,True,False,False,True,True,True,True,20200.0,3.8
3470,518,157370.0,100.0,diesel,black,sedan,True,True,True,False,True,False,True,True,19300.0,3.6
3513,518,213253.75,100.0,diesel,black,sedan,True,True,True,False,False,False,True,True,17400.0,4.7
3520,518,184052.0,100.0,diesel,grey,sedan,False,True,False,False,False,False,True,True,17500.0,4.6
3552,518,180945.0,100.0,diesel,grey,sedan,True,True,False,False,True,False,True,True,18600.0,4.4
3568,518,144347.0,100.0,diesel,blue,sedan,True,True,False,False,True,False,True,False,15500.0,4.1
3591,518,180280.0,110.0,diesel,brown,sedan,False,True,False,False,True,False,True,True,16800.0,3.7
3613,518,148783.0,105.0,diesel,black,sedan,True,True,False,False,True,False,True,True,17500.0,4.7
3622,518,213253.75,100.0,diesel,black,sedan,True,True,False,False,True,False,True,True,16700.0,4.6
153,520,221018.0,135.0,diesel,black,estate,True,True,False,True,True,False,True,True,16500.0,3.6
160,520,95078.0,140.0,diesel,black,estate,False,False,False,False,False,False,False,True,21300.0,3.2
161,520,246424.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,6000.0,8.1
167,520,199603.0,120.0,diesel,blue,estate,True,True,True,False,True,False,True,True,13100.0,6.9
174,520,256759.39999999994,120.0,diesel,blue,estate,True,False,False,False,False,False,True,False,1100.0,10.0
182,520,146528.0,140.0,diesel,white,estate,True,True,True,False,False,False,True,True,18600.0,4.1
226,520,238036.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,12900.0,5.8
233,520,173446.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,False,15600.0,4.9
238,520,175024.0,135.0,diesel,blue,estate,True,True,True,False,True,True,True,False,13700.0,5.4
253,520,147243.0,120.0,diesel,blue,estate,True,True,True,False,True,False,True,True,16300.0,5.3
265,520,142724.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,14800.0,4.3
268,520,88985.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,False,18100.0,3.5
270,520,156756.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,True,13700.0,5.6
280,520,157968.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,True,14200.0,4.8
291,520,163675.0,135.0,diesel,brown,estate,True,True,True,False,True,False,True,True,14900.0,6.1
295,520,93866.0,140.0,diesel,black,estate,False,False,False,False,False,False,False,True,20300.0,3.2
297,520,132522.0,140.0,diesel,black,estate,True,True,False,False,False,True,True,True,20800.0,3.5
302,520,165274.0,135.0,diesel,silver,estate,False,True,False,False,True,False,True,True,16400.0,3.7
303,520,188155.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,False,14800.0,4.4
304,520,130335.0,135.0,diesel,grey,estate,True,True,False,False,False,False,True,True,14600.0,5.8
306,520,127511.0,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,19900.0,3.2
325,520,161666.0,135.0,diesel,black,estate,False,True,True,False,True,False,True,False,15200.0,4.8
328,520,168180.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,True,15800.0,3.8
333,520,212710.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,5000.0,10.0
340,520,109391.0,140.0,diesel,grey,estate,True,True,False,True,True,True,True,True,22739.999999999996,3.2
358,520,147891.0,135.0,diesel,black,estate,False,True,False,True,True,False,True,True,17100.0,3.8
360,520,80403.0,140.0,diesel,black,estate,False,False,False,False,False,False,False,False,20000.0,3.2
362,520,123353.0,135.0,diesel,silver,estate,False,True,False,False,True,False,True,False,17400.0,3.9
363,520,161432.0,135.0,diesel,black,estate,False,True,True,False,True,False,True,False,14900.0,4.8
364,520,85319.0,140.0,diesel,grey,estate,False,True,False,False,True,False,True,True,19300.0,3.5
386,520,119035.0,135.0,diesel,grey,estate,False,True,True,False,True,False,True,True,19000.0,3.8
387,520,109012.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,False,14300.0,5.1
402,520,200444.0,140.0,diesel,black,estate,True,True,True,False,True,True,True,True,16200.0,3.3
403,520,165271.0,135.0,petrol,black,estate,True,True,False,False,True,False,False,True,11900.0,5.3
407,520,255773.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,False,9900.0,7.0
419,520,130433.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,True,19000.0,4.0
422,520,145918.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,False,10000.0,5.8
424,520,256759.39999999994,120.0,diesel,blue,estate,True,False,False,False,False,False,True,False,800.0,10.0
433,520,126551.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,16300.0,5.9
436,520,166404.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,False,11900.0,4.9
438,520,190417.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,5500.0,10.0
447,520,188160.0,135.0,diesel,grey,estate,False,True,True,False,True,False,True,True,15800.0,3.8
452,520,156732.0,135.0,diesel,brown,estate,True,True,True,False,False,False,True,True,15400.0,6.1
455,520,123782.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,False,18100.0,3.8
456,520,94089.0,135.0,diesel,grey,estate,True,True,False,False,True,True,True,True,14600.0,7.4
459,520,138483.0,135.0,diesel,black,estate,True,True,True,False,True,True,True,True,20300.0,5.2
465,520,76452.0,120.0,diesel,brown,estate,True,True,False,False,True,False,True,True,19000.0,5.4
476,520,90251.0,135.0,diesel,black,estate,True,True,False,True,True,False,True,True,22100.0,3.9
481,520,150880.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,True,17700.0,4.3
482,520,256759.39999999994,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,11000.0,6.9
485,520,166387.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,False,5400.0,5.1
487,520,141725.0,135.0,diesel,beige,estate,False,True,False,False,True,False,True,False,12400.0,5.3
488,520,108352.0,140.0,diesel,white,estate,False,True,False,False,True,True,True,True,20200.0,3.2
491,520,250531.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,False,5800.0,9.8
494,520,174417.0,135.0,diesel,black,estate,False,True,False,True,True,False,True,True,15000.0,4.3
495,520,149069.0,135.0,diesel,blue,estate,True,True,True,False,True,True,True,True,18400.0,4.2
496,520,149135.0,135.0,diesel,black,estate,True,True,True,False,True,True,True,False,15000.0,4.6
498,520,161316.0,135.0,diesel,white,estate,False,True,False,False,True,False,True,False,16700.0,4.3
523,520,256759.39999999994,120.0,diesel,blue,estate,True,True,False,False,False,False,True,True,6900.0,9.6
524,520,163803.0,135.0,diesel,grey,estate,False,True,True,False,False,False,True,False,13100.0,4.6
531,520,196079.0,140.0,diesel,black,estate,True,True,True,False,True,False,True,True,14500.0,3.3
535,520,164998.0,140.0,diesel,blue,estate,True,True,True,True,True,False,True,True,22739.999999999996,3.2
551,520,92840.0,140.0,diesel,brown,estate,True,True,False,False,True,False,True,True,19600.0,3.3
552,520,204854.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,True,15400.0,4.8
555,520,188264.0,135.0,diesel,white,estate,True,True,True,False,True,False,True,True,15500.0,6.1
557,520,256759.39999999994,120.0,diesel,blue,estate,True,True,False,False,False,False,True,False,8300.0,7.1
559,520,137921.0,135.0,diesel,black,estate,True,True,True,False,True,False,True,True,22739.999999999996,3.9
560,520,186211.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,False,12500.0,6.1
561,520,211276.0,137.0,diesel,blue,estate,False,True,False,False,False,False,True,True,8300.0,5.8
566,520,230225.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,True,6400.0,8.5
573,520,133371.0,140.0,diesel,grey,estate,True,True,True,False,False,True,True,True,20100.0,3.5
574,520,168103.0,137.0,diesel,brown,estate,True,True,False,False,True,True,True,True,12300.0,5.9
575,520,94144.0,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,20500.0,3.2
579,520,73981.8,140.0,diesel,black,estate,True,True,False,False,False,True,True,False,22739.999999999996,3.7
580,520,121365.0,135.0,diesel,grey,estate,True,True,False,False,True,True,True,False,16400.0,5.9
583,520,177268.0,135.0,diesel,blue,estate,True,True,False,False,True,False,True,False,14500.0,4.2
585,520,73981.8,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,18600.0,3.2
586,520,73981.8,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,22739.999999999996,3.2
590,520,154062.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,True,16100.0,4.2
596,520,214462.0,135.0,diesel,brown,estate,False,True,False,False,True,False,True,False,12700.0,5.7
598,520,73981.8,140.0,diesel,brown,estate,False,False,False,False,False,False,False,True,21500.0,3.2
599,520,224592.0,135.0,diesel,black,estate,False,True,False,False,True,False,False,True,11200.0,5.5
603,520,120081.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,14900.0,6.3
613,520,140083.0,140.0,diesel,black,estate,False,True,False,False,True,False,True,True,18900.0,3.4
621,520,192232.0,135.0,petrol,grey,estate,False,True,False,False,True,False,True,True,10700.0,6.2
634,520,256759.39999999994,135.0,diesel,brown,estate,True,True,True,False,True,True,True,False,11700.0,7.0
638,520,84275.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,False,16700.0,6.0
639,520,209731.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,True,12500.0,4.9
643,520,157831.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,True,13700.0,5.8
646,520,142340.0,140.0,diesel,black,estate,True,True,True,False,True,True,True,True,20200.0,3.5
649,520,98536.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,False,15600.0,4.9
652,520,134724.0,135.0,diesel,grey,estate,False,True,False,True,True,False,True,True,17700.0,4.5
653,520,166676.0,135.0,diesel,brown,estate,True,True,False,False,True,False,True,False,15800.0,4.3
659,520,256759.39999999994,135.0,diesel,black,estate,True,True,True,False,True,False,True,True,9200.0,6.6
660,520,129258.0,140.0,diesel,blue,estate,False,True,False,False,False,True,True,True,22600.0,3.5
666,520,164400.0,135.0,diesel,white,estate,True,True,True,False,True,True,True,True,16200.0,5.2
667,520,134804.0,135.0,diesel,blue,estate,False,True,False,False,True,False,True,True,19600.0,4.0
672,520,126444.0,140.0,diesel,black,estate,True,True,True,False,True,False,True,True,20100.0,3.2
678,520,205474.0,135.0,diesel,black,estate,True,True,True,False,True,False,True,True,14600.0,5.7
690,520,177557.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,False,11400.0,5.5
692,520,256759.39999999994,120.0,diesel,blue,estate,True,False,False,False,False,False,True,False,1900.0,10.0
705,520,222723.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,True,6100.0,10.0
710,520,230451.0,130.0,diesel,grey,estate,True,False,False,False,True,False,True,False,7500.0,8.9
712,520,135740.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,False,15200.0,5.0
713,520,136158.0,137.0,diesel,grey,estate,False,True,False,False,False,False,True,True,14300.0,4.7
719,520,126607.0,135.0,diesel,grey,estate,False,True,False,False,True,True,True,True,19600.0,4.0
724,520,123531.0,135.0,diesel,brown,estate,True,True,False,True,True,True,True,True,22400.0,3.9
728,520,73981.8,135.0,diesel,black,estate,True,True,False,False,True,False,True,True,22739.999999999996,5.1
731,520,206944.0,135.0,diesel,grey,estate,False,True,False,False,True,False,True,True,14100.0,4.4
732,520,122998.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,True,17600.0,4.0
733,520,185238.0,135.0,diesel,grey,estate,False,True,False,True,True,False,True,True,21700.0,4.4
735,520,163376.0,120.0,diesel,white,estate,True,True,False,False,True,False,True,False,14800.0,4.8
737,520,152679.0,120.0,diesel,grey,estate,False,False,False,False,False,False,True,False,13700.0,6.1
738,520,256759.39999999994,120.0,diesel,blue,estate,True,True,False,False,False,False,True,True,7400.0,9.6
739,520,157989.0,135.0,diesel,grey,estate,False,True,True,False,True,False,True,True,12600.0,6.2
749,520,137667.0,137.0,diesel,black,estate,True,True,True,False,True,True,True,True,16400.0,4.8
752,520,129329.0,135.0,diesel,silver,estate,False,True,False,False,True,False,True,True,18800.0,4.5
754,520,143386.0,120.0,diesel,black,estate,True,True,True,False,True,False,True,True,19000.0,4.6
755,520,135200.0,120.0,diesel,black,estate,True,True,False,False,False,True,True,True,15200.0,5.2
757,520,124523.0,120.0,diesel,blue,estate,True,True,True,False,False,False,True,True,15600.0,5.5
758,520,256759.39999999994,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,5600.0,9.8
761,520,185387.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,False,7100.0,6.4
762,520,150779.0,135.0,diesel,blue,estate,True,True,True,True,True,False,True,True,20300.0,3.9
763,520,170856.0,120.0,diesel,brown,estate,True,True,False,False,True,False,True,False,14200.0,5.4
764,520,210574.0,135.0,diesel,black,estate,True,True,False,False,False,False,True,True,11900.0,6.3
773,520,188004.0,135.0,diesel,grey,estate,True,True,False,True,True,False,True,True,18100.0,4.0
774,520,184731.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,True,14000.0,4.8
775,520,74833.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,17100.0,5.1
779,520,195902.0,140.0,diesel,black,estate,True,True,True,False,True,False,True,True,15600.0,3.4
782,520,167112.0,135.0,diesel,black,estate,True,True,False,True,True,False,True,True,18900.0,4.3
785,520,104531.0,135.0,diesel,white,estate,True,True,False,True,True,True,True,True,20200.0,3.8
790,520,122723.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,True,18000.0,4.5
792,520,83215.0,135.0,diesel,white,estate,False,True,False,False,True,True,True,True,22739.999999999996,3.8
793,520,161815.0,135.0,diesel,white,estate,False,True,False,True,True,False,True,True,18800.0,3.8
804,520,256759.39999999994,120.0,diesel,white,estate,True,True,False,False,True,False,True,True,7600.0,9.0
805,520,179339.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,True,11900.0,6.1
813,520,162610.0,135.0,diesel,white,estate,False,True,False,True,True,False,True,True,20500.0,3.8
821,520,75367.0,120.0,diesel,brown,estate,True,True,True,False,False,False,True,False,17300.0,5.0
822,520,191841.0,135.0,diesel,black,estate,True,True,True,False,True,True,True,True,19300.0,3.9
825,520,160986.0,135.0,diesel,blue,estate,False,True,True,False,True,False,True,False,14900.0,4.3
830,520,246501.0,120.0,diesel,grey,estate,False,True,False,False,False,False,True,False,5500.0,8.0
831,520,174042.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,True,18400.0,3.9
833,520,256759.39999999994,120.0,diesel,black,estate,True,True,True,False,True,False,True,True,5000.0,9.8
840,520,256759.39999999994,120.0,diesel,silver,estate,True,False,False,False,False,False,True,False,1300.0,10.0
842,520,157807.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,False,13600.0,5.6
845,520,84454.0,120.0,diesel,brown,estate,True,True,False,False,True,False,True,True,21200.0,3.7
852,520,105886.0,135.0,diesel,white,estate,False,True,False,False,True,False,True,False,16700.0,5.5
853,520,123492.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,14400.0,5.3
858,520,145050.0,120.0,diesel,black,estate,True,True,False,False,True,True,True,True,15800.0,7.0
862,520,225684.0,120.0,diesel,silver,estate,True,True,False,False,False,False,True,False,5800.0,10.0
866,520,73981.8,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,22400.0,3.2
872,520,140380.0,135.0,diesel,black,estate,False,True,False,True,True,False,True,True,19600.0,4.6
875,520,171516.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,True,15200.0,6.0
880,520,109653.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,True,21200.0,5.1
881,520,114112.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,True,17300.0,4.2
885,520,176695.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,True,15600.0,5.6
895,520,127896.0,135.0,diesel,black,estate,False,True,True,False,True,False,True,True,19800.0,4.1
897,520,124484.0,135.0,diesel,white,estate,False,True,False,True,True,False,True,True,18000.0,4.0
898,520,184724.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,True,17400.0,4.2
901,520,161618.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,13300.0,5.2
903,520,152917.0,120.0,diesel,grey,estate,True,True,False,False,True,True,True,False,8600.0,3.9
906,520,178789.0,137.0,diesel,black,estate,True,True,False,False,True,False,True,True,12300.0,5.2
908,520,194522.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,False,12100.0,5.5
913,520,137042.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,False,12900.0,7.0
920,520,158574.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,12700.0,5.8
927,520,163299.0,140.0,diesel,white,estate,True,True,False,False,True,True,True,False,18100.0,3.6
931,520,256759.39999999994,120.0,diesel,black,estate,False,True,False,False,False,False,True,False,5000.0,10.0
936,520,91973.0,120.0,diesel,blue,estate,True,True,True,False,True,False,True,False,15000.0,4.4
937,520,148770.0,120.0,diesel,blue,estate,True,True,False,False,True,False,True,True,16700.0,4.2
938,520,73981.8,135.0,diesel,black,estate,False,True,False,False,False,False,True,False,20800.0,4.4
939,520,153102.0,140.0,diesel,white,estate,True,True,True,False,True,False,True,False,19800.0,3.2
942,520,144930.0,120.0,diesel,beige,estate,True,True,False,False,True,False,True,False,12700.0,7.3
944,520,171008.0,120.0,diesel,black,estate,False,True,False,False,False,False,True,False,6800.0,8.7
949,520,174658.0,135.0,diesel,blue,estate,True,True,False,True,True,False,True,True,19000.0,4.4
950,520,190092.0,135.0,diesel,white,estate,False,True,True,False,True,True,True,True,17800.0,4.3
955,520,256759.39999999994,120.0,diesel,grey,estate,True,False,False,False,False,False,True,False,6800.0,10.0
958,520,256759.39999999994,120.0,diesel,white,estate,True,True,False,False,True,False,True,True,7300.0,9.1
965,520,143633.0,135.0,diesel,white,estate,True,True,False,False,True,False,True,True,14900.0,4.9
968,520,174319.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,True,13400.0,5.0
980,520,142887.0,120.0,diesel,blue,estate,True,True,False,False,False,False,True,True,14500.0,5.5
985,520,118282.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,True,15700.0,4.0
990,520,207226.0,120.0,diesel,black,estate,True,True,False,False,False,True,True,False,10800.0,6.0
993,520,167001.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,True,15000.0,6.5
994,520,92554.0,135.0,diesel,black,estate,True,True,False,True,True,False,True,True,22739.999999999996,4.1
996,520,162222.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,False,13800.0,4.1
999,520,184936.0,120.0,diesel,brown,estate,True,True,True,False,False,False,True,True,14500.0,6.2
1006,520,165356.0,135.0,diesel,grey,estate,False,True,False,False,True,False,True,False,13200.0,4.8
1007,520,173590.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,14600.0,4.2
1014,520,109195.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,True,17600.0,5.2
1015,520,148908.0,120.0,diesel,brown,estate,True,True,False,False,False,False,True,True,15400.0,5.6
1016,520,96395.0,135.0,diesel,blue,estate,True,True,False,False,False,False,True,True,17600.0,6.1
1017,520,149502.0,120.0,diesel,black,estate,True,True,False,False,False,False,True,False,9900.0,8.2
1027,520,73981.8,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,22739.999999999996,3.2
1029,520,104176.0,135.0,diesel,black,estate,True,True,True,False,True,False,True,True,18100.0,6.0
1040,520,159788.0,135.0,diesel,white,estate,False,True,False,False,True,False,True,True,16400.0,4.4
1043,520,172414.0,120.0,diesel,grey,estate,True,True,False,False,False,False,True,True,15400.0,5.2
1048,520,73981.8,135.0,diesel,white,estate,True,False,True,True,False,True,True,True,19800.0,4.3
1049,520,144612.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,True,15200.0,5.3
1050,520,143447.0,135.0,diesel,black,estate,True,True,False,False,True,True,True,True,17800.0,6.2
1053,520,222299.0,135.0,diesel,black,estate,True,True,False,False,True,False,True,True,11400.0,5.8
1058,520,73981.8,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,16900.0,3.2
1062,520,148128.0,135.0,diesel,grey,estate,True,True,False,True,True,False,True,True,19500.0,4.8
1074,520,130684.0,135.0,diesel,grey,estate,True,True,False,False,False,False,True,True,14100.0,6.2
1076,520,196890.0,135.0,diesel,grey,estate,True,True,False,False,True,False,True,True,15100.0,7.6
1084,520,151115.0,135.0,diesel,silver,estate,True,True,True,False,False,False,True,True,15400.0,5.1
1087,520,114589.0,135.0,diesel,grey,estate,True,True,True,False,True,True,True,True,17100.0,5.3
1088,520,175756.0,120.0,diesel,blue,estate,True,True,False,False,True,False,True,True,15700.0,3.8
1090,520,228719.0,120.0,diesel,black,estate,False,True,True,True,True,False,True,True,10500.0,7.6
1093,520,181703.0,120.0,diesel,grey,estate,True,True,False,False,True,False,True,False,14900.0,4.2
1095,520,187277.0,137.0,diesel,blue,estate,True,True,False,False,True,True,True,True,14400.0,4.9
1100,520,148966.0,135.0,petrol,black,estate,False,True,False,False,False,False,True,True,11800.0,4.8
1103,520,199890.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,True,15600.0,4.2
1106,520,175761.0,135.0,diesel,black,estate,True,True,True,False,False,True,True,True,20300.0,4.4
1111,520,237366.0,135.0,diesel,black,estate,False,True,False,False,False,False,True,True,12500.0,6.2
1115,520,86410.0,120.0,diesel,grey,estate,True,True,True,False,True,False,True,True,15700.0,6.8
1127,520,148559.0,137.0,petrol,black,estate,True,True,False,False,True,False,True,True,13400.0,5.8
1129,520,153854.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,True,15100.0,4.4
1130,520,73981.8,120.0,diesel,grey,estate,True,False,False,False,True,False,True,True,22739.999999999996,3.3
1141,520,240159.0,135.0,diesel,white,estate,True,True,False,False,True,False,True,True,14000.0,6.7
1149,520,256759.39999999994,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,11500.0,5.3
1152,520,212165.0,135.0,diesel,brown,estate,False,True,False,False,True,False,True,True,14700.0,5.8
1156,520,206283.0,135.0,diesel,black,estate,False,True,False,False,True,False,True,False,14200.0,4.3
1162,520,75783.0,140.0,diesel,black,estate,True,True,False,False,True,False,True,True,22739.999999999996,3.2
1163,520,120756.0,135.0,petrol,grey,estate,False,True,False,False,True,False,True,True,9500.0,5.4
1164,520,171292.0,135.0,diesel,grey,estate,True,True,False,False,True,True,True,True,16300.0,6.1
1165,520,153715.0,120.0,diesel,black,estate,True,True,False,False,True,False,True,True,15500.0,4.8
1168,520,128764.0,120.0,diesel,blue,estate,True,True,True,False,False,False,True,False,12400.0,6.8
1171,520,124114.0,120.0,diesel,blue,estate,True,True,True,False,False,False,True,True,15900.0,6.8
1177,520,180626.0,135.0,diesel,black,estate,False,True,False,False,True,True,True,True,15700.0,4.1
1189,520,109651.0,135.0,diesel,brown,estate,True,True,True,False,True,False,True,True,20300.0,4.0
